lr-AdamW,created_at,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
0.01,2022-12-24 18:26:06.862737,,,,,,,,,,,,,,
,2022-12-24 18:26:07.599278,0.874472975730896,0.0029127527959644794,0.874472975730896,5449.0,21.0,,,,,,,,,
0.01,2022-12-24 18:26:44.226067,,,,,,,,,,,,,,
,2022-12-24 18:26:44.950504,0.559105396270752,0.00321776932105422,0.559105396270752,5499.0,21.0,,,,,,,,,
,2022-12-24 18:26:48.192378,,,,,21.0,0.6499361395835876,0.0032877095509320498,0.6499361395835876,0.6463589668273926,0.0029621163848787546,0.6463589668273926,,,
,2022-12-24 18:26:50.418691,,,,,21.0,,,,,,,0.25359445810317993,0.005317638628184795,0.25359445810317993
0.01,2022-12-24 18:29:39.811060,,,,,,,,,,,,,,
,2022-12-24 18:29:40.547279,0.06224603205919266,0.00022643744887318462,0.06224603205919266,5549.0,22.0,,,,,,,,,
0.01,2022-12-24 18:30:17.215627,,,,,,,,,,,,,,
,2022-12-24 18:30:17.920309,0.28488484025001526,0.0013538540806621313,0.28488484025001526,5599.0,22.0,,,,,,,,,
0.01,2022-12-24 18:30:54.833551,,,,,,,,,,,,,,
,2022-12-24 18:30:55.556782,0.22127509117126465,0.0012024114839732647,0.22127509117126465,5649.0,22.0,,,,,,,,,
0.01,2022-12-24 18:31:32.279630,,,,,,,,,,,,,,
,2022-12-24 18:31:33.006908,0.2467263638973236,0.0010934718884527683,0.2467263638973236,5699.0,22.0,,,,,,,,,
0.01,2022-12-24 18:32:09.835415,,,,,,,,,,,,,,
,2022-12-24 18:32:10.617881,0.537174642086029,0.25615841150283813,0.537174642086029,5749.0,22.0,,,,,,,,,
,2022-12-24 18:32:13.828870,,,,,22.0,0.2347828894853592,0.0011789945419877768,0.2347828894853592,0.1394578069448471,0.0005374563043005764,0.1394578069448471,,,
,2022-12-24 18:32:16.010018,,,,,22.0,,,,,,,0.2111627459526062,0.005357927177101374,0.2111627459526062
0.01,2022-12-24 18:32:54.246821,,,,,,,,,,,,,,
,2022-12-24 18:32:54.970271,0.18672983348369598,0.0008076661033555865,0.18672983348369598,5799.0,23.0,,,,,,,,,
0.01,2022-12-24 18:33:32.665499,,,,,,,,,,,,,,
,2022-12-24 18:33:33.381731,0.09619786590337753,0.00032168717007152736,0.09619786590337753,5849.0,23.0,,,,,,,,,
0.01,2022-12-24 18:34:09.882266,,,,,,,,,,,,,,
,2022-12-24 18:34:10.590344,0.16870945692062378,0.0006717159412801266,0.16870945692062378,5899.0,23.0,,,,,,,,,
0.01,2022-12-24 18:34:46.929818,,,,,,,,,,,,,,
,2022-12-24 18:34:47.636493,0.33924397826194763,0.0021405040752142668,0.33924397826194763,5949.0,23.0,,,,,,,,,
0.01,2022-12-24 18:35:24.578241,,,,,,,,,,,,,,
,2022-12-24 18:35:25.270422,0.1271074414253235,0.0004265499592293054,0.1271074414253235,5999.0,23.0,,,,,,,,,
,2022-12-24 18:35:28.638338,,,,,23.0,0.19142410159111023,0.0007622821140103042,0.19142410159111023,0.2118670642375946,0.0013528648996725678,0.2118670642375946,,,
,2022-12-24 18:35:30.758388,,,,,23.0,,,,,,,0.16567879915237427,0.001483654952608049,0.16567879915237427
